image_path,prediction,ground_truth,cluster,cluster_keyword
/kaggle/input/oneshot/test_OS/real/real_111.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_59.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_45.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_4.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_73.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_106.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_98.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_94.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_30.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_6.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_75.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_144.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_119.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_84.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_53.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_110.jpg,[generated],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_57.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_97.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_46.jpg,[real face],real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_124.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_41.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_47.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_100.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_88.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_29.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_136.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_133.jpg,[real face],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_64.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_108.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_37.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_44.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_51.jpg,[real face],real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_70.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_13.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_21.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_87.jpg,generated,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_148.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_62.jpg,[generated],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_102.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_105.jpg,[generated],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_67.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_125.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_77.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_82.jpg,[real face],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_142.jpg,generated,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_89.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_3.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_27.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_143.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_16.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_25.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_79.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_8.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_34.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_134.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_85.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_78.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_140.jpg,[generated],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_137.jpg,[real face],real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_72.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_80.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_115.jpg,[generated],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_130.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_60.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_39.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_101.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_18.jpg,generated,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_2.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_123.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_122.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_49.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_63.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_43.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_138.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_17.jpg,[generated],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_7.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_65.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_129.jpg,[real face],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_149.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_20.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_61.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_35.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_38.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_56.jpg,[generated],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_0.jpg,generated,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_42.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_116.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_14.jpg,generated,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_128.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_109.jpg,[real face],real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_113.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_31.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_74.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_52.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_135.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_139.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_36.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_22.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_147.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_69.jpg,generated,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_24.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_48.jpg,generated,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_11.jpg,generated,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_68.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_28.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_19.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_96.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_112.jpg,generated,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_107.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_33.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_141.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_118.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_76.jpg,real face,real,0,"Questo cluster riguarda curl, pattern, its, gaze, authenticity"
/kaggle/input/oneshot/test_OS/real/real_114.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_5.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_90.jpg,[generated],real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_132.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_23.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_15.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_40.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_127.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_86.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_55.jpg,generated,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_121.jpg,[generated],real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_54.jpg,[generated],real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_126.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_58.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_146.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_145.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_95.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_92.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_120.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_10.jpg,generated,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_91.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_93.jpg,generated,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_50.jpg,[generated],real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_103.jpg,real face,real,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/real/real_99.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_71.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_131.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_104.jpg,generated,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_117.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_66.jpg,real face,real,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/real/real_12.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_1.jpg,[generated],real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_32.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_81.jpg,real face,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/real/real_9.jpg,real face,real,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/real/real_83.jpg,generated,real,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
